"id","ride_id","type","data","created_at","updated_at","deleted_at"
116344637,21709796,"RIDECOORDS","22.3601082,91.8523631","2018-06-24 14:09:40","2018-06-24 14:09:40",NULL
116345631,21709796,"RIDECOORDS","22.3601075,91.8523633","2018-06-24 14:09:43","2018-06-24 14:09:43",NULL
116348633,21709796,"RIDECOORDS","22.3600691,91.8523821","2018-06-24 14:09:52","2018-06-24 14:09:52",NULL
116348937,21709796,"RIDECOORDS","22.3600691,91.8523821","2018-06-24 14:09:53","2018-06-24 14:09:53",NULL
116349018,21709796,"RIDECOORDS","22.3599472,91.8524414","2018-06-24 14:09:54","2018-06-24 14:09:54",NULL
116349022,21709796,"RIDECOORDS","22.3598401,91.8524863","2018-06-24 14:09:54","2018-06-24 14:09:54",NULL
116349880,21709796,"RIDECOORDS","22.3597352,91.852514","2018-06-24 14:09:56","2018-06-24 14:09:56",NULL
116351152,21709796,"RIDECOORDS","22.359533,91.8525543","2018-06-24 14:10:00","2018-06-24 14:10:00",NULL
116352364,21709796,"RIDECOORDS","22.3593684,91.8525858","2018-06-24 14:10:04","2018-06-24 14:10:04",NULL
116353091,21709796,"RIDECOORDS","22.3592767,91.8526287","2018-06-24 14:10:06","2018-06-24 14:10:06",NULL
116354836,21709796,"RIDECOORDS","22.3591919,91.8526635","2018-06-24 14:10:12","2018-06-24 14:10:12",NULL
116355365,21709796,"RIDECOORDS","22.3590955,91.8527005","2018-06-24 14:10:13","2018-06-24 14:10:13",NULL
116357412,21709796,"RIDECOORDS","22.3589634,91.8527051","2018-06-24 14:10:20","2018-06-24 14:10:20",NULL
116357618,21709796,"RIDECOORDS","22.3587953,91.8527148","2018-06-24 14:10:20","2018-06-24 14:10:20",NULL
116359460,21709796,"RIDECOORDS","22.3586502,91.8527669","2018-06-24 14:10:26","2018-06-24 14:10:26",NULL
116359904,21709796,"RIDECOORDS","22.3585604,91.85277","2018-06-24 14:10:27","2018-06-24 14:10:27",NULL
116361888,21709796,"RIDECOORDS","22.3584831,91.8527676","2018-06-24 14:10:33","2018-06-24 14:10:33",NULL
116361948,21709796,"RIDECOORDS","22.3583411,91.85279","2018-06-24 14:10:34","2018-06-24 14:10:34",NULL
116364027,21709796,"RIDECOORDS","22.3581891,91.8528186","2018-06-24 14:10:40","2018-06-24 14:10:40",NULL
116364357,21709796,"RIDECOORDS","22.3580072,91.8528483","2018-06-24 14:10:41","2018-06-24 14:10:41",NULL
116367734,21709796,"RIDECOORDS","22.3578698,91.8528612","2018-06-24 14:10:52","2018-06-24 14:10:52",NULL
116367750,21709796,"RIDECOORDS","22.3578698,91.8528612","2018-06-24 14:10:52","2018-06-24 14:10:52",NULL
116367884,21709796,"RIDECOORDS","22.3577656,91.8528748","2018-06-24 14:10:52","2018-06-24 14:10:52",NULL
116368013,21709796,"RIDECOORDS","22.3576997,91.8528857","2018-06-24 14:10:53","2018-06-24 14:10:53",NULL
116368583,21709796,"RIDECOORDS","22.3576049,91.8529256","2018-06-24 14:10:54","2018-06-24 14:10:54",NULL
116370698,21709796,"RIDECOORDS","22.3575017,91.8529515","2018-06-24 14:11:01","2018-06-24 14:11:01",NULL
